Common Name,Alternative Names,Right Ascension,Declination,Magnitude (Visual),"Proper Motion (Speed, mas/yr)","Proper Motion (Angle, Degrees)",URL,Proper Motion RA (mas/yr),Proper Motion DEC (mas/yr)
Zaniah,"Zaniah, η-Vir, Eta Virginis, 15-Vir, 15 Virginis, HR 4689, HD 107259, NSV 5555, HIP 60129, TYC 4940-1158-1",12.19.54,-0.4,3.87,62.8,246.4,https://in-the-sky.org/data/object.php?id=TYC4940-1158-1,-25.14191924457302,-57.54757941650864
Rasalas,"Rasalas, μ-Leo, Mu Leonis, 24-Leo, 24 Leonis, HR 3905, HD 85503, HIP 48455, TYC 1964-1473-1, Gaia EDR3- 643819484617141504",09.52.45,26.0024,3.88,223.2,255.7,https://in-the-sky.org/data/object.php?id=TYC1964-1473-1,-55.13017963971635,-216.28431125001322
Ukdah,"ι-Hya, Iota Hydrae, 35-Hya, 35 Hydrae, HR 3845, HD 83618, NSV 4568, HIP 47431, TYC 4894-2529-1, Gaia EDR3- 3827873938815011200",09.39.51,-1.0835,3.89,77.8,143.5,https://in-the-sky.org/data/object.php?id=TYC4894-2529-1,-62.5400637560195,46.27721280925435
Azha,"Azha, η-Eri, Eta Eridani, 3-Eri, 3 Eridani, HR 874, HD 18322, NSV 988, HIP 13701, TYC 5287-1076-1, Gaia EDR3- 5173421634271199104",02.56.25,-8.5356,3.9,232.7,160.4,https://in-the-sky.org/data/object.php?id=TYC5287-1076-1,-219.21676926360394,78.05958028088436
Sceptrum,"l-Eri, l Eridani, 53-Eri, 53 Eridani, HR 1481, HD 29503, HIP 21594, TYC 5327-1434-1",04.38.10,-14.1814,3.9,192.7,203.4,https://in-the-sky.org/data/object.php?id=TYC5327-1434-1,-176.85131636930313,-76.53039852532225
Atik,"Atik, O-Per, Omicron Persei, 38-Per, 38 Persei, HR 1131, HD 23180, HIP 17448, TYC 2359-1258-1, Gaia EDR3- 216718178536050176",03.44.19,32.1717,3.91,11.5,148.0,https://in-the-sky.org/data/object.php?id=TYC2359-1258-1,-9.7525531057989,6.094071538681856
Dalim,"α-For, Alpha Fornacis, HR 963, HD 20010, NSV 1074, HIP 14879, TYC 6445-990-1",03.12.04,-28.592,3.92,715.0,31.2,https://in-the-sky.org/data/object.php?id=TYC6445-990-1,611.5854460147622,370.3893117017881
Zubenelhakrabi,"γ-Lib, Gamma Librae, 38-Lib, 38 Librae, HR 5787, HD 138905, HIP 76333, TYC 5608-1381-1, Gaia EDR3- 6265374394490973184",15.35.31,-14.4722,3.92,65.1,83.1,https://in-the-sky.org/data/object.php?id=TYC5608-1381-1,7.820908208135533,64.6285029596069
Asellus Australis,"Asellus Australis, δ-Cnc, Delta Cancri, 47-Cnc, 47 Cancri, HR 3461, HD 74442, HIP 42911, TYC 1396-2758-1, Gaia EDR3- 660136821288588416",08.44.41,18.0911,3.93,228.6,184.6,https://in-the-sky.org/data/object.php?id=TYC1396-2758-1,-227.8636516150981,-18.333474101577096
Rukbat,"Rukbat, α-Sgr, Alpha Sagittarii, HR 7348, HD 181869, HIP 95347, TYC 7935-2139-1, Gaia EDR3- 6713727061309245952",19.23.53,-40.3659,3.94,124.2,165.2,https://in-the-sky.org/data/object.php?id=TYC7935-2139-1,-120.07946486467385,31.72636313562519
Kitalpha,"Kitalpha, α-Equ, Alpha Equulei, 8-Equ, 8 Equulei, HR 8131, HD 202447, HIP 104987, TYC 536-2354-1",21.15.49,5.1452,3.94,111.5,147.5,https://in-the-sky.org/data/object.php?id=TYC536-2354-1,-94.03814620813675,59.90890633067085
Arkab Prior,"Arkab Prior, β¹-Sgr, Beta1 Sagittarii, HR 7337, HD 181454, HIP 95241, TYC 7943-2105-1",19.22.38,-44.2732,3.94,23.4,144.3,https://in-the-sky.org/data/object.php?id=TYC7943-2105-1,-19.002754529268266,13.654864345733149
Tianyi,"Tianyi, 7 Dra, BD+67°764, FK5 3020, HD 111335, HIP 62423, HR 4863, SAO 15902",12.47.3434473,66.47250977,5.43,9.314841920290435,224.23447789693526,https://en.wikipedia.org/wiki/7_Draconis,6.674,-6.498
Mekbuda,"Mekbuda, ζ Gem, 43 Gem, BD+20°1687, FK5 269, HD 52973, HIP 34088, HR 2650, SAO 79031, WDS J07041+2034A",07.04.0653079,20.34130739,3.93 (3.68 to 4.16),7.301520389617494,266.7809947729975,https://en.wikipedia.org/wiki/Zeta_Geminorum,-7.29,-0.41
Kurhah,"Kurhah, 17 Cephei, BD+63°1802, CCDM J22038+2407, HIP 108917, HR 8417, SAO 19827, WDS J22038+6438",22.03.47455,64.374071,4.2 (4.45 + 4.60),233.91223824332067,67.08959061094717,https://en.wikipedia.org/wiki/Xi_Cephei,215.46,91.06
Ogma,"Ogma, BD+38°2787, HD 149026, HIP 80838, SAO 65349, TOI-2024, TIC 255930614, GSC 03063-01587",16.30.2961858,38.2050309,8.15,94.09368997440795,34.04810554331984,https://en.wikipedia.org/wiki/HD_149026,-77.963,52.682
Sika,"Sika, CD–33°14164, HD 181720, HIP 95262, SAO 211218, PPM 298918, LTT 7666, NLTT 47718, GCRV 69331, 2MASS J19225298-3255079",19.22.52985,-32.550859,6.294±0.034,424.4277159953153,258.02863361603266,https://en.wikipedia.org/wiki/HD_181720,88.036,-415.197
Illyrian,"Illyrian, BD+35°2026, HD 82886, HIP 47087, SAO 61587",09.35.45184,34.465067,7.63,38.84595271067502,245.15614849547018,https://en.wikipedia.org/wiki/HD_82886,16.321,-35.251
Sterrennacht,"Sterrennacht, BD+41 4831, TOI-1373, TIC 176899385, TYC 3239-992-1, GSC 03239-00992, 2MASS J23390581+4227575, HAT-P-6",23.39.058103,42.2757505,+10.47,20.422948366971898,8.4356028882832,https://en.wikipedia.org/wiki/HAT-P-6,-20.202,2.996
Chara,"Chara, β CVn, 8 CVn, BD+42 2321, FK5 470, GJ 475, HD 109358, HIP 61317, HR 4785, SAO 44230, NGC 4530",12.33.4454425,41.21269214,4.25,762.8626697047116,22.517893671605634,https://en.wikipedia.org/wiki/Beta_Canum_Venaticorum,-704.702,292.155
Mira,"Stella Mira, Collum Ceti, Wonderful Star, ο Ceti, 68 Ceti, BD−03°353, HD 14386, HIP 10826, HR 681, LTT 1179, SAO 129825",02.19.2079210,-2.58394956,2.0 to 10.1,237.54329815846208,267.7490117882645,https://en.wikipedia.org/wiki/Mira,9.33,-237.36
Khambalia,"Khambalia, 100 Virginis, λ Vir, BD−12°4018, FK5 1371, HD 125337, HIP 69974, HR 5359, SAO 158489.",14.19.0659235,-13.22159459,+4.52 (5.00 + 5.63),33.00749157388365,61.18312236864769,https://en.wikipedia.org/wiki/Lambda_Virginis,-15.91,28.92
Asellus Borealis,"Asellus Borealis, γ Cnc, Gamma Cnc, 43 Cnc, BD+21° 1895, FK5 1228, GC 11982, HD 74198, HIP 42806, HR 3449, SAO 80378, CCDM 08433+2128",08.43.1714820,21.28066008,4.673,110.78352991306966,249.1225274491921,https://en.wikipedia.org/wiki/Gamma_Cancri,-103.51,-39.48
Titawin,"Titawin, 50 Andromedae, BD+40 332, CCDM 01367+4125, FK5 1045, GC 1948, GCTP 331.00, Gl 61, HD 9826, HIP 7513, HR 458, LTT 10561, SAO 37362, PPM 44216, WDS 01368+4124A, 2MASS J01364784+4124200, Gaia DR2 348020448377061376",01.36.5040476,41.23321228,4.10,420.779493256266,204.1925051522282,https://en.wikipedia.org/wiki/Upsilon_Andromedae,-172.437,-383.824
Anser,"Anser, α Vul, 6 Vulpeculae, BD+24°3759, FK5 1508, HD 183439, HIP 95771, HR 7405, SAO 87261, CCDM J19288+2442A, WDS J19287+2440A",19.28.423299,24.3953661,4.40,165.36568880514483,229.74170874314305,https://en.wikipedia.org/wiki/Alpha_Vulpeculae,-126.197,-106.865
Belenos,"Bélénos, BD+27°225, GC 1710, HD 8574, HIP 6643, SAO 74702, LTT 10508, NLTT 4709",01.25.1251573,28.3400103,+7.12,296.5888025532994,212.09159271045044,https://en.wikipedia.org/wiki/HD_8574,251.27,-157.57
Bubup,"Bubup, CD−73°253, HD 38283, HIP 26380, SAO 256213, 2MASS J05370199-7341574",05.37.020168,-73.4157645,6.70,176.1698255576136,218.0156956018774,https://en.wikipedia.org/wiki/HD_38283,138.794,-108.499
Meridiana,"Meridiana, α CrA, Alf CrA, CD−38° 13350, FK5 718, GC 26360, HD 178253, HIP 94114, HR 7254, SAO 210990, IRAS 19060-3759, 2MASS J19092834-3754157",19.09.2834097,-37.54161022,4.102,128.12882969886206,228.51834590929386,https://en.wikipedia.org/wiki/Alpha_Coronae_Australis,84.87,-95.99
Segin,"Segin, Epsilon Cas, ε Cas, 45 Cassiopeiae, BD+62 320, FK5 63, HD 11415, HIP 8886, HR 542, SAO 12031",01.54.2373409,63.40123602,3.37,34.83492985496024,211.85910651911902,https://en.wikipedia.org/wiki/Epsilon_Cassiopeiae,29.587,-18.387
Dziban,"Dziban, 31 Dra, ADS 10759 AB, Gliese 694.1",17.41.5810460,72.09248581,5.82,278.1370088643365,262.793731580017,https://en.wikipedia.org/wiki/Psi1_Draconis,34.89,-275.94
Pleione,"Pleione, 28 Tau, BU Tau, BD+23°558, GC 4587, HD 23862, HIP 17851, HR 1180, SAO 76229",03.49.112166,24.0812157,4.77 - 5.50,51.484138489441584,247.74807354590297,https://en.wikipedia.org/wiki/Pleione_(star),19.496,-47.65
Salm,"Salm, 62 Pegasi, BD+22°4810, FK5 880, GC 32503, HIP 115250, HR 8880, HD 220061, SAO 91186",23.20.3824188,23.44252098,+4.58,30.953568453410988,197.93154565097197,https://en.wikipedia.org/wiki/Tau_Pegasi,29.45,-9.53
Beemim,"Beemim, υ3 Eri, d Eri, 43 Eridani, CD−34° 1664, FK5 1121, HD 28028, HIP 20535, HR 1393, SAO 194984.",04.24.0221725,-34.01006542,3.96,93.04247900824656,52.45393565181441,https://en.wikipedia.org/wiki/Upsilon3_Eridani,73.77,56.7
Piautos,"Piautos, λ Cnc, 19 Cancri, BD+24° 1909, HD 70011, HIP 40881, HR 3268, SAO 80113",08.20.3213630,24.01203198,+5.93,27.66767427884028,227.1677056396589,https://en.wikipedia.org/wiki/Lambda_Cancri,-20.29,-18.81
Nyamien,"Nyamien, CD−31 10766, TOI-820, TIC 111991770, WASP-15, TYC 7283-1162-1, 2MASS J13554270-3209345",13.55.427120,-32.0934616,9.693 ± 0.023,23.97144787033107,248.6606360765538,https://en.wikipedia.org/wiki/WASP-15,8.723,-22.328
Gumala,"Gumala, V5652 Sgr, CD−24° 15161, GJ 749, HD 179949, HIP 94645, HR 7291, SAO 187883",19.15.332301,-24.1045671,6.25,156.64138018097262,220.80545780048095,https://en.wikipedia.org/wiki/HD_179949,118.567,-102.364
Alshat,"Alshat, ν Cap, Nu Cap, 8 Cap, BD−13°5642, HD 193432, HIP 100310, HR 7773, SAO 163468, ADS 13714, WDS J20207-1246A",20.20.3981562,-12.45326844,+4.76,20.550669088864236,224.1719699912937,https://en.wikipedia.org/wiki/Nu_Capricorni,14.74,-14.32
Moriah,"Moriah, TYC 1632-1396-1, GSC 01632-01396, 2MASS J20242972+1645437",20.24.297235,16.4543812,10.791±0.020,14.41737320041345,202.447145100819,https://en.wikipedia.org/wiki/HAT-P-23,13.325,-5.505
Fafnir,"Fafnir, BD+65° 1271, GC 25212, HD 170693, HIP 90344, HR 6945, SAO 17888, PPM 20916, GCRV 10941",18.25.5913696,65.33485313,4.82,109.16837258107314,194.23583783122584,https://en.wikipedia.org/wiki/42_Draconis,105.816,-26.846
Nosaxa,"Nosaxa, CD–48 2430, HD 48265, HIP 31895, SAO 218115.",06.40.017270,-48.3231042,6.449 ± 0.020,39.811547282164256,41.777437919759926,https://en.wikipedia.org/wiki/HD_48265,26.524,29.689
Terebellum,"Terebellum, ψ Sgr, 58 Sagittarii, CPD−26°6880, FK5 1629, GC 27583, GJ 770.1, GJ 9673, HD 188376, HIP 98066, HR 7597, SAO 188722, PPM 270451",19.55.5036255,-26.17576933,4.70,217.10606071687636,69.9591729308171,https://en.wikipedia.org/wiki/Omega_Sagittarii,203.96,74.4
Koeia,"Koeia, CD−23 1056, HIP 12961, SAO 168043, PPM 245393, LTT 1349, NLTT 8966, TYC 6434-00494-1, 2MASS J02464286-2305119",02.46.428869,-23.0511802,6.74,326.69484728871987,64.43775788777435,https://en.wikipedia.org/wiki/HIP_12961,294.717,140.966
Nasti,"Násti, BD+61°1038, HD 68988, HIP 40687, SAO 14494",08.18.2217286,61.2738595,8.20,131.8255251648936,76.65507890463239,https://en.wikipedia.org/wiki/HD_68988,128.266,30.427
Situla,"Situla, 63 Aquarii, BD−04 5716, FK5 1595, GC 31581, HD 214376, HIP 111710, HR 8610, SAO 146210, PPM 206585, WDS J22378-0414A",22.37.45381,-4.1341,5.030±0.009,138.3093022251215,210.12269897717874,https://en.wikipedia.org/wiki/Kappa_Aquarii,-69.411,-119.631
Arkab Posterior,"Arkab Posterior, β2 Sgr, CD−45° 13171, HD 181623, HIP 95294, HR 7343, SAO 229654",19.23.1313745,-44.47592051,+4.29,107.97513880518979,210.06278203932507,https://en.wikipedia.org/wiki/Beta2_Sagittarii,93.45,-54.09
Chechia,"Chechia, BD+04°4395, FK5 3623, HD 192699, HIP 99894, HR 7288, SAO 125628, TYC 504-2358-1, GSC 00504-02358, 2MASS J20160600+0434509",20.16.0600378,4.345086,6.44,66.11770489059644,218.19587180585057,https://en.wikipedia.org/wiki/HD_192699,-40.884,-51.962
Petra,"Petra, Gaia DR2 4223507222112425344, TYC 5165-481-1, GSC 05165-00481, 2MASS J20124017-0208391",20.12.401692,-2.08391912,11.939,142.248487014801,249.12691916627338,https://en.wikipedia.org/wiki/WASP-80,-132.913,-50.683
Meleph,"CCDM J08404+1932, WDS J08405+1933",08.40.1809670,19.31551636,7.535,38.22278018407347,251.51622669592547,https://en.wikipedia.org/wiki/Epsilon_Cancri,-36.251,-12.118
Diya,"Diya, CD−30 1019, TOI-264, TIC 122612091, WASP-72, TYC 7011-487-1, 2MASS J02440959-3010085",02.44.0960960,-30.10085637,10.428,10.809621871277459,225.22113130154702,https://en.wikipedia.org/wiki/WASP-72,7.614,-7.673
Fumalsamakah,"Fumalsamakah, Beta Psc, β Psc, 4 Psc, BD+03° 4818, FK5 1602, HD 217891, HIP 113889, HR 8773, SAO 127934",23.03.5261349,3.49121662,+4.40,15.340146674657317,219.94903739666825,https://en.wikipedia.org/wiki/Beta_Piscium,11.76,-9.85
Cujam,"Cujam, ω Her, 24 Her, 51 Ser, BD+14°3049, FK5 613, HD 148112, HIP 80463, HR 6117, SAO 102153, WDS J16254+1402AB.",16.25.2495425,14.01597711,4.5821 (4.58 + 11.5),72.35208151808766,235.61587149200986,https://en.wikipedia.org/wiki/Omega_Herculis,40.86,-59.71
Felixvarela,"Felixvarela, HIP 2247, SAO 147293, PPM 208851, 2MASS J00283433-1613343",00.28.34306,-16.133484,6.914±0.024,421.8571010970421,237.28534637795755,https://en.wikipedia.org/wiki/BD%E2%88%9217_63,-354.939,-227.995
Uklun,"Uklun, CD–58°4207, HD 102117, HIP 57291, SAO 239348",11.44.5046086,-58.4213358,7.47,94.80560656944293,222.11123944743773,https://en.wikipedia.org/wiki/HD_102117,-63.574,-70.331
Azelfafage,"π1 Cyg, 80 Cygni, BD+50° 3410, FK5 3733, HD 206672, HIP 107136, HR 8301, SAO 33665.",21.42.0566458,51.11226415,4.66,5.581442465886395,198.59725937885872,https://en.wikipedia.org/wiki/Pi1_Cygni,5.29,-1.78
Kalausi,"Kalausi, CD–42°5452, GC 13300, HD 83443, HIP 47202, SAO 221348, 2MASS J09371182-4316198",09.37.118275,-43.1619934,8.23,122.05747359748193,259.70913482906633,https://en.wikipedia.org/wiki/HD_83443,21.805,-120.094
Torcular,"Torcular, Torcularis Septentrionalis, ο Psc, 110 Piscium, BD+08°273, FK5 60, GC 2139, HD 10761, HIP 8198, HR 510, SAO 110110, PPM 144950",01.45.2363185,9.0927853,4.27,82.88890396186935,61.69737157810748,https://en.wikipedia.org/wiki/Omicron_Piscium,72.98,39.3
Zhang,"Zhang, upsilon1 Hya, 39 Hydrae, BD-14°2963, HD 85444, HIP 48356, HR 3903, SAO 155542",09.51.2869384,-14.5047771,4.12,28.876926775541747,229.17058228336253,https://en.wikipedia.org/wiki/Upsilon1_Hydrae,18.88,-21.85
Libertas,"Libertas, ξ Aquilae, Xi Aql, ξ Aql, 59 Aquilae, BD+08 4261, GC 27558, HD 188310, HIP 97938, HR 7595, SAO 125210, PPM 168913, WDS J19542+0828AB",19.54.148815,8.2741235,4.722,130.09816108231507,218.58614529909832,https://en.wikipedia.org/wiki/Xi_Aquilae,101.694,-81.141
Berehynia,"Berehynia, Gaia DR3 179498266829041664, TYC 2883-1687-1, GSC 02883-01687, 2MASS J04245952+3927382",04.24.595350,39.2738313,12.41,17.060771905163026,213.46186549138963,https://en.wikipedia.org/wiki/HAT-P-15,14.233,-9.407
Aldulfin,"Aldulfin, ε Del, 2 Del, BD+10° 4321, FK5 768, HD 195810, HIP 101421, HR 7852, SAO 106230",20.33.1277192,11.18117412,4.03 (3.95−4.05),31.34170544179113,247.56716410185913,https://en.wikipedia.org/wiki/Epsilon_Delphini,11.96,-28.97
Tonatiuh,"Tonatiuh, BD+77°461, FK5 451, GC 16514, HD 104985, HIP 58952, HR 4609, SAO 7500, NLTT 29548",12.05.151172,76.5420643,5.78,173.8172223486499,212.138054148885,https://en.wikipedia.org/wiki/HD_104985,147.183,-92.464
Tupa,"Tupã, CD−63°757, CPD−63°2270, GC 16944, HIP 60644, LTT 4696, SAO 251899",12.25.462674,-64.0119516,6.994,192.48508462995255,251.62030517647685,https://en.wikipedia.org/wiki/HD_108147,-182.666,-60.693
Moldoveanu,"Moldoveanu, BD+28 2507, TOI-2021, TIC 236312126, TYC 2041-1657-1, GSC 02041-01657, 2MASS J16021184+2810105",16.02.118462,28.101042,9.527 ± 0.015,22.79114303847001,40.428417739685806,https://en.wikipedia.org/wiki/XO-1,-17.349,14.78
Botein,"Botein, Botejn, 57 Arietis, BD+19° 477, FK5 114, HD 19787, HIP 14838, HR 951, SAO 93328.",03.11.3776465,19.43360397,4.349,153.55340211144787,183.09103706969645,https://en.wikipedia.org/wiki/Delta_Arietis,153.33,-8.28
Alasia,"Alasia, BD−11°4606, HD 168746, HIP 90004, SAO 161386, PPM 234431",18.21.49783,-11.552165,7.95,72.146901485788,198.55900895426805,https://en.wikipedia.org/wiki/HD_168746,-22.963,-68.395
Barnard's Star,"Proxima Ophiuchi, ""Barnard's Runaway Star"", ""Greyhound of the Skies"", V2500 Ophiuchi, BD+04°3561a, GJ 699, HIP 87937, LFT 1385, LHS 57, LTT 15309, 2MASS J17574849+0441405, GCTP 4098.00, Gl 140-024, Karmn J17578+046, Munich 15040, Vyssotsky 799, Latin: Velox Barnardi",17.57.4849847,4.41361139,4.524,10393.348518010785,85.576869477875,https://en.wikipedia.org/wiki/Barnard%27s_Star,-801.551,10362.394
Mouhoun,"CD−24 2616, Gaia DR3 4893980371818915456, HD 30856, HIP 22491, SAO 169805, TIC 612908, TYC 6466-1769-1, GSC 06466-01769, 2MASS J04501787-2422077",04.50.178614408264,-24.2207833769068,7.911,27.103699562974793,227.04530178647755,https://en.wikipedia.org/wiki/HD_30856,18.469,-19.837
Amansinaya,"Amansinaya, CD−23 9677, CPD−23 5039, SAO 179442, TOI-744, TIC 437242640, WASP-34, TYC 6636-540-1, GSC 06636-00540, 2MASS J11013589-2351382, DENIS J110135.9-235138",11.01.358978,-23.5138387,+10.28,78.93470393306103,213.74321553022784,https://en.wikipedia.org/wiki/WASP-34,-43.846,-65.637
Tupi,"Tupi, CD–53°738, GC 4401, HD 23079, HIP 17096, SAO 233208, LTT 1739",03.39.4309600,-52.54570174,7.12,213.66880606443232,244.48983660856402,https://en.wikipedia.org/wiki/HD_23079,-192.838,-92.021
Alcor,"g Ursae Majoris, 80 Ursae Majoris, BD+55 1603, CCDM J13240+5456D, GC 18155, HD 116842, HIP 65477, HR 5062, PPM 34021, SAO 28751, WDS J13239+5456C",13.25.1353783,54.59166548,+3.99,121.2754125946393,187.6002629586588,https://en.wikipedia.org/wiki/Alcor_(star),120.21,-16.04
Proxima Centauri,"Alf Cen C, Alpha Centauri C, V645 Centauri, GJ 551, HIP 70890, CCDM J14396-6050C, LFT 1110, LHS 49, LPM 526, LTT 5721, NLTT 37460",14.29.42946,-62.404616,10.43 – 11.11,3859.228080498223,11.500888873447721,https://en.wikipedia.org/wiki/Proxima_Centauri,-3781.741,769.465
Alruba,"Alruba, BD+53°1978, CPD–51°9815, HD 161693, HIP 86782, HR 6618, SAO 30538",17.43.5917049,54.48061637,5.76,25.15985145027689,226.08699960794726,https://en.wikipedia.org/wiki/Alruba,17.45,-18.125
Elgafar,"Elgafar, φ Vir, 105 Virginis, BD−01°2957, FK5 533, GJ 550.2, GJ 9481, HD 126868, HIP 70755, HR 5409, SAO 139951",14.28.1213894,-2.13406579,+4.81,139.58847552717236,268.3415014996559,https://en.wikipedia.org/wiki/Phi_Virginis,-139.53,-4.04
Diadem,"α Com, Alpha Comae Berenices, Alpha Com, 42 Comae Berenices, 42 Com, STF 1728, ADS 8804 , BD+18 2697, CCDM J13100+1732, GC 17833, Gliese 501, HIP 64241, IDS 13051+1803 AB, LTT 13802, NLTT 33105, PPM 129630, SAO 100443, WDS 13100+1732.",13.09.59285,17.314604,4.29 to 4.35(combined)A: 4.85 / B: 5.53,455.57692489852906,18.06070587524607,https://en.wikipedia.org/wiki/Alpha_Comae_Berenices,-433.13,141.24
Amadioha,"Amadioha, CD−29°2884, HD 43197, HIP 29550, SAO 171427, PPM 250048",06.13.3566155,-29.53501516,7.203±0.026,148.57823496057557,83.58519864991227,https://en.wikipedia.org/wiki/HD_43197,147.648,16.6
Buna,"BD+41°496, HIP 12191, SAO 38170",02.37.0191118,42.03454685,7.28,56.6626265893137,223.3051837728057,https://en.wikipedia.org/wiki/HD_16175,-38.864,-41.234
Tuiren,"Tuiren, Gaia DR3 1541532207133249920, TYC 3020-2221-1, 2MASS J12330390+4454552",12.33.039061,44.5455196,12.26,14.187950098587182,35.0006218768476,https://en.wikipedia.org/wiki/HAT-P-36,-11.622,8.138
Helvetios,"Helvetios, 51 Peg, GJ 882, HR 8729, BD+19°5036, HD 217014, LTT 16750, GCTP 5568.00, SAO 90896, HIP 113357",22.57.279805,20.4607797,3.91,216.16182475173548,73.5633713040051,https://en.wikipedia.org/wiki/51_Pegasi,207.328,61.164
Tevel,"Tevel, TOI-1731, TIC 371234684, TYC 2463-281-1, GSC 02463-00281, 2MASS J07204044+3708263, HAT-P-9",07.20.404565,37.0826343,11.015 ± 0.021,16.3008115442146,216.93808678979772,https://en.wikipedia.org/wiki/HAT-P-9,-9.796,-13.029
Rapeto,"Rapeto, CD–43°11380, HIP 83547, SAO 227597, PPM 322565, LTT 6814, GSC 07881-00474, 2MASS J17043086-4318351",17.04.3087068,-43.18351661,6.006±0.017,179.21724873739134,231.8713416465341,https://en.wikipedia.org/wiki/HD_153950,110.654,-140.977
Pincoya,"Pincoya, CD–28° 14058, HD 164604, HIP 88414, SAO 186165, PPM 267742",18.03.0693302,-28.33383488,7.169±0.020,54.64881492768165,219.36029763314704,https://en.wikipedia.org/wiki/HD_164604,-34.658,-42.253
Nushagak,"Nushagak, BD+71°171, HIP 13192, SAO 4737, GSC 04321-01320,   PPM 5099, TYC 4321-1320-1, AG+71 95",02.49.4448710,71.45116292,8.16,96.6603190197508,199.97049656868495,https://en.wikipedia.org/wiki/HD_17156,90.848,-33.013
Lusitania,"Lusitânia, BD+11 1197, GC 8415, HD 45652, HIP 30905, SAO 95735, NLTT 16570",06.29.1319200,10.56020059,8.10,215.48605932635178,196.87436060494085,https://en.wikipedia.org/wiki/HD_45652,206.208,-62.55
Alterf,"Alterf, λ Leo, 4 Leo, BD+23°2107, HD 82308, HIP 46750, HR 3773, SAO 80885",09.31.4322754,22.58046904,4.32,44.32504709529365,207.06798779193932,https://en.wikipedia.org/wiki/Lambda_Leonis,-20.17,-39.47
Mesarthim,"5 Ari, BD+18 243, HIP 8832, WDS J01535+1918",01.53.3181479,19.1737879,3.86 (4.58/4.64),125.71498279839201,230.95013519437586,https://en.wikipedia.org/wiki/Gamma_Arietis,79.2,-97.63
Cocibolca,"Cocibolca, CD−27°223, GJ 9024, HD 4208, HIP 3479, SAO 166526, LTT 410",00.44.2665067,-26.30564555,7.78,347.29673495729844,64.53492427267,https://en.wikipedia.org/wiki/HD_4208,313.556,149.324
Taygeta,"q Tauri, 19 Tauri, HR 1145, HD 23338, BD+24°547, HIP 17531, SAO 76140, GC 4486, BDS 1848, CCDM 03452+2429",03.45.1249578,24.28022097,4.30,45.78483591758302,242.3603591613337,https://en.wikipedia.org/wiki/Taygeta,21.24,-40.56
Flegetonte,"BD+03°2549, HD 102195, HIP 57370, HR 4293, SAO 119033, LTT 13232, NLTT 28458",11.45.4229278,2.49173262,8.07,220.18433330734504,239.00009567322843,https://en.wikipedia.org/wiki/HD_102195,-188.735,-113.403
Alkes,"7 Crt, NLTT 25942, LTT 4040, HD 95272, BD−17°3273, HIP 53740, HR 4287, FK5 1283, SAO 156375",10.59.4646516,-18.17556304,4.07,479.86000542345676,15.546717346140099,https://en.wikipedia.org/wiki/Alpha_Crateris,-462.303,128.614
Atakoraka,"Atakoraka, TOI-473, TIC 52640302, WASP-64, GSC 07091-01514, 2MASS J06442760-3251302",06.44.2760507,-32.51301793,10.956,19.294802642162477,266.81506362741123,https://en.wikipedia.org/wiki/WASP-64,-19.265,-1.072
Absolutno,"Absolutno, TOI-5373, TIC 9155187, GSC 02959-00729, 2MASS J07465196+3905404, UCAC2 45499774",07.46.519615,39.0540461,10.345 ± 0.018,32.16092630817713,221.97397045872862,https://en.wikipedia.org/wiki/XO-5,-21.509,-23.91
Xihe,"Xihe, AG+36 1680, BD+36 3246, GC 25640, HD 173416, HIP 91852, HR 7043, SAO 67292, PPM 81707, TYC 2649-1153-1, GCRV 11177, GSC 02649-01153, IRAS 18418+3630, 2MASS J18433610+3633237",18.43.36109,36.332378,3.814±0.354,61.852583777882714,19.79427446310567,https://en.wikipedia.org/wiki/HD_173416,20.946,58.198
Shama,"Shama, BD−00°2437, HD 99109, HIP 55664, SAO 138182",11.24.17359,-1.314467,+9.10,239.5390187526867,228.24251044582422,https://en.wikipedia.org/wiki/HD_99109,-178.689,-159.528
Alsciaukat,"Alsciaukat, 31 Lyn, BN Lyn, NSV 4030, BD+43°1815, FK5 314, GC 11401, HD 70272, HIP 41075, HR 3275, SAO 42319",08.22.5011000,43.11172724,+4.25,102.3700078147892,194.2276449761675,https://en.wikipedia.org/wiki/31_Lyncis,-25.16,-99.23
La Superba,"La Superba, Y Canum Venaticorum, HR 4846, HD 110914, BD+46°1817, FK5 1327, HIP 62223, SAO 44317, GC 17342, 152 Schjellerup",12.45.07826,45.262493,+4.86 to +7.32,13.39593195712788,77.19933594052782,https://en.wikipedia.org/wiki/La_Superba,-2.968,13.063
Taiyi,"Taiyi, 8 Dra, IR Draconis, BD+66°778, FK5 486, HD 112429, HIP 63076, HR 4916, SAO 15941",12.55.28550015,65.26185079,5.225,30.469747307780548,187.98942477502646,https://en.wikipedia.org/wiki/8_Draconis,-4.235,-30.174
Lucilinburhuc,"Lucilinburhuc, BD+39° 1637, HD 45350, HIP 30860, SAO 591265, PPM 71672, TYC 2927-323-1, GSC 02927-00323",06.28.4571108,38.57466665,7.89,68.66548769214414,218.5029095975907,https://en.wikipedia.org/wiki/HD_45350,-42.748,-53.736
